,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
55,25983.8,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,28,7,0.17849927849927852,0.47281052281052294,57.763888888888886,28.562933597621406,8.4,4.688838782412627,1441,887,1.824462061155153,47,4.688838782412627
56,26445.6,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50,7,0.2201765188834155,0.43684318555008217,100.36363636363636,28.104005971634734,12.06,4.681272084805654,2259,1415,1.8156028368794326,53,4.681272084805654
57,26907.4,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,37,6,0.25395622895622894,0.5148629148629151,132.1764705882353,29.123711340206185,14.68,4.780851063829787,791,470,1.9423076923076923,23,4.780851063829787
58,27369.2,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,47,16,0.12155610912076428,0.453966608104539,112.0,29.560692484739317,12.9,5.269761606022585,2954,1594,2.0854271356783918,24,5.269761606022585
59,27831.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,33,73,0.07680677032717849,0.5767808551992226,61.0625,28.47648261758691,8.4,4.9644308943089435,1671,984,2.038422649140546,74,4.9644308943089435
60,28292.8,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,65,22,0.2626820728291317,0.6234313725490195,68.31168831168831,27.668231611893585,7.8,4.650751547303272,1768,1131,1.7905944986690328,78,4.650751547303272
61,28754.6,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,28,44,0.10753286396143541,0.4355333189399124,102.16949152542372,27.768549280177186,11.04,5.0359231411862995,2006,1197,1.8832913518052057,13,5.0359231411862995
62,29216.4,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,38,26,0.10186831875607386,0.35501479812704323,80.98947368421052,29.346162256724252,11.3,5.29525120440468,2684,1453,2.0898954703832753,28,5.29525120440468
63,29678.2,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,34,81,0.07263869992441419,0.5635668934240364,63.31707317073171,28.456720732294844,8.66,5.011583011583012,1772,1036,2.0471153846153847,76,5.011583011583012
64,30140.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,54,32,0.03793595962270661,0.4489474447908183,115.68656716417911,28.71552741710484,12.5,4.940089228808158,2676,1569,1.8745247148288973,54,4.940089228808158
65,30601.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,25,13,0.06652211336421861,0.4100396874081084,149.8148148148148,28.503018946491775,15.03,5.329380764163373,1369,759,2.0276315789473682,7,5.329380764163373
66,31063.6,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,39,25,0.06364806364806361,0.3976110226110225,159.7560975609756,29.1661279896574,16.05,5.522765598650928,2256,1186,2.105574324324324,10,5.522765598650928
67,31525.4,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,41,51,0.07622287691732134,0.4140623203956537,110.07407407407408,28.742458521870287,12.31,5.266391021854695,3049,1693,2.051297169811321,32,5.266391021854695
68,31987.2,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,37,11,0.04960279082619508,0.3315663503163504,69.96370967741936,26.327678185226127,7.73,5.01909169800405,5478,3457,1.8293387236500145,2,5.01909169800405
69,32449.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,40,54,0.019572268708174752,0.46124592037343715,107.25,29.53406348617041,12.1,5.1013590033975085,3182,1766,1.9994331065759636,33,5.1013590033975085
70,32910.8,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,69,0.018814935064935066,0.37167676767676755,134.6031746031746,29.431203685159222,14.48,5.627073656270737,2939,1507,2.2365448504983387,8,5.627073656270737
71,33372.6,https://insights.blackcoffer.com/human-rights-outlook/,5,3,0.2584290709290709,0.4681610056610056,90.22222222222223,28.556806550665303,10.73,4.891566265060241,279,166,1.9578313253012047,8,4.891566265060241
72,33834.4,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,46,4,0.15826583210603828,0.47622115856651936,102.27083333333333,27.903005464480874,12.05,5.178270042194093,1634,948,1.993730407523511,27,5.178270042194093
73,34296.2,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,49,33,0.10960267701647014,0.43117604617604605,76.525,28.675202033959867,9.41,5.015292190060077,3158,1831,1.9452954048140043,46,5.015292190060077
74,34758.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,60,15,0.15788537367025748,0.4301200801782199,95.61458333333333,28.41200146359312,11.01,5.233181299885975,3106,1754,2.001137009664582,51,5.233181299885975
75,35219.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,38,33,0.09475304998032269,0.4424435980685981,116.63829787234043,28.40562003665241,12.87,5.1377694470477975,1860,1067,1.9821596244131456,27,5.1377694470477975
76,35681.6,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,18,44,0.028941798941798946,0.4176384998443821,123.39240506329114,28.506944444444443,13.44,5.498025944726452,3284,1773,2.0498878923766815,12,5.498025944726452
77,36143.4,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,20,42,0.090408891033891,0.44031424281424264,87.82456140350877,28.745615500250544,11.29,5.097759674134419,1721,982,2.0113636363636362,16,5.097759674134419
78,36605.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,43,47,0.11541107352031724,0.44506220670086244,80.63513513513513,29.224125922830478,10.16,4.919208573784006,2098,1213,1.943894389438944,54,4.919208573784006
79,37067.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,30,28,0.07701032059727714,0.432465963987703,131.83333333333334,29.380744312189243,14.92,5.029064486830155,1950,1101,1.9726277372262773,27,5.029064486830155
80,37528.8,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,24,43,0.08320542957227141,0.3320952891749352,94.21917808219177,28.508395636720188,12.25,5.365054602184087,2326,1282,2.044846577498033,10,5.365054602184087
81,37990.6,https://insights.blackcoffer.com/travel-and-tourism-outlook/,6,3,0.27325487012987015,0.42491206709956714,79.9090909090909,27.6056338028169,9.63,4.7005347593582885,294,187,1.8306878306878307,8,4.7005347593582885
82,38452.4,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,30,46,0.061628905514775074,0.433699181253529,86.28571428571429,28.70908534720098,11.26,4.928377153218495,1877,1103,1.93,42,4.928377153218495
83,38914.2,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,13,25,0.05948027068716724,0.4058518110242248,85.60526315789474,27.91655936131857,11.02,5.155309033280507,1084,631,1.9300476947535772,12,5.155309033280507
84,39376.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,30,57,0.05715384749658943,0.3914643689643688,113.30188679245283,29.281302638966874,13.97,5.361607142857143,2086,1120,2.067978533094812,5,5.361607142857143
85,39837.8,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,32,35,0.06413482834994465,0.43600658062867365,133.3846153846154,28.21656050955414,13.99,4.821130676552364,1772,1079,1.8932219127205199,28,4.821130676552364
86,40299.6,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,6,3,0.10517156862745097,0.4354901960784313,88.24,28.521806252412198,12.17,5.715025906735751,739,386,2.1484375,4,5.715025906735751
87,40761.4,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,27,3,0.09073063973063976,0.3884276094276094,82.41666666666667,28.260262496509355,9.65,4.824390243902439,1012,615,1.8611111111111112,12,4.824390243902439
88,41223.2,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,36,57,0.08566630591630595,0.41270382395382393,162.54285714285714,28.802973977695167,16.75,5.486017357762777,1937,1037,2.108108108108108,8,5.486017357762777
89,41685.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,36,25,0.2563350340136055,0.5199829931972789,100.29032258064517,28.47457627118644,11.12,4.276478679504814,1092,727,1.6758620689655173,60,4.276478679504814
90,42146.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9,38,0.04362853371376099,0.3261895743145744,111.68,28.26743133111983,12.76,5.353787152444871,1873,1043,2.021133525456292,0,5.353787152444871
91,42608.6,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,22,33,0.05916069710712567,0.46500592661306944,106.96153846153847,28.98968446601942,11.27,5.394762366634335,1911,1031,2.11587147030185,14,5.394762366634335
92,43070.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,32,52,0.11332926332926331,0.4287342287342288,103.03703703703704,28.625722103982973,12.77,5.481773399014778,1883,1015,2.089832181638697,12,5.481773399014778
93,43532.2,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,29,36,0.055118301238990905,0.3846937353833905,110.59322033898304,28.88091270349955,12.31,5.109631949882537,2253,1277,1.9754552652414885,18,5.109631949882537
94,43994.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,51,48,0.0319966530383197,0.4734675875821709,103.38666666666667,28.595963933018464,11.71,4.960972488803582,2664,1563,1.912820512820513,16,4.960972488803582
95,44455.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,29,46,-0.01497857845202978,0.3716315493749122,99.98936170212765,28.487439871726348,12.33,5.141684901531729,3198,1828,1.9523287671232876,17,5.141684901531729
96,44917.6,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,28,25,0.06827476150392814,0.4795216550424884,151.92,28.149732620320854,17.07,4.325740318906606,1316,878,1.6803652968036529,61,4.325740318906606
97,45379.4,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,50,78,0.06639408099688471,0.43257306037679866,120.90588235294118,28.152085036794766,13.09,5.259467758444217,3443,1954,2.031201248049922,26,5.259467758444217
98,45841.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,47,54,0.11211116961116958,0.496595739095739,73.6875,28.433835845896148,9.71,4.641732283464567,2037,1270,1.8706624605678233,53,4.641732283464567
99,46303.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,9,14,0.07287296037296037,0.4607517482517482,89.80952380952381,28.629032258064516,12.09,5.435158501440922,639,347,2.059171597633136,3,5.435158501440922
100,46764.8,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,50,91,0.02910643299352978,0.3307033002839456,119.23958333333333,28.27606504304319,13.22,5.336596736596737,3843,2145,1.995796356842597,16,5.336596736596737
101,47226.6,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,56,65,0.0954523036487322,0.47803019995877105,110.57575757575758,28.22843038258723,12.56,4.516089108910891,2516,1616,1.7946317103620475,74,4.516089108910891
102,47688.4,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,44,67,0.07181054675917688,0.433382405265967,88.07,28.46826301786393,10.47,5.126309662398137,2996,1718,1.9795680093403385,36,5.126309662398137
103,48150.2,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,49,83,0.10608027311441948,0.4375210902918223,120.5,28.2577522853558,12.79,5.3403409090909095,3153,1760,1.981737686773658,32,5.3403409090909095
104,48612.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,55,73,0.07752795319759606,0.3923359130948417,96.89908256880734,27.582408937141057,13.2,4.912558139534884,3506,2150,2.0293965961835996,14,4.912558139534884
105,49073.8,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,58,18,0.13463349713349712,0.37925514800514815,147.3030303030303,29.21572022160665,15.16,5.309666848716549,3375,1831,2.0699835975943137,32,5.309666848716549
106,49535.6,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,19,24,0.052994633331711984,0.39133226324237563,131.93939393939394,28.48613251155624,14.56,5.189511323003575,1479,839,1.986857825567503,11,5.189511323003575
107,49997.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,48,91,0.025510091453800066,0.44738095238095243,101.17647058823529,29.076620825147348,12.0,5.439595192915876,2960,1581,2.0701754385964914,25,5.439595192915876
108,50459.2,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,32,45,0.1936226851851852,0.536238425925926,80.2258064516129,28.83744338198289,9.28,5.034412955465587,1719,988,1.988843813387424,44,5.034412955465587
109,50921.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8,29,0.07779734389903879,0.43244460341917956,112.12121212121212,28.348062542488105,12.15,5.182072829131653,1251,714,2.0606508875739644,3,5.182072829131653
110,51382.8,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,25,61,0.013231213231213226,0.40128760128760127,175.7843137254902,28.954322385805966,16.14,5.4932598039215685,3068,1632,2.0698924731182795,4,5.4932598039215685
111,51844.6,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,99,33,0.1337564419707276,0.45195810307417456,130.05555555555554,28.990462479755262,14.53,5.3478012564249005,3222,1751,2.0884904569115097,29,5.3478012564249005
112,52306.4,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,32,21,0.07345173432437582,0.434461460970895,103.32394366197182,28.379619003901766,12.1,5.319796954314721,2473,1379,2.0510732790525537,34,5.319796954314721
113,52768.2,https://insights.blackcoffer.com/continued-demand-for-sustainability/,58,34,0.056099663299663295,0.4468902356902356,141.1904761904762,30.37079786466599,15.73,5.918163672654691,2105,1002,2.352409638554217,10,5.918163672654691
